URL,Classification
https://alekhya09.blogspot.com/2021/10/28-yr-old-male.html,unknown
https://alekhya09.blogspot.com/2021/10/a-40-yr-old-male-works-in-milk-dairy.html,unknown
https://alekhya09.blogspot.com/2021/10/a-70-year-old-malefarmer-by-occupation.html,unknown
https://alekhya09.blogspot.com/2021/10/dengue-24000.html,unknown
https://alekhya09.blogspot.com/2021/11/osa.html,unknown
https://alekhya09.blogspot.com/2021/11/viral-pyrexia.html,unknown
https://amishajaiswal03eloggm.blogspot.com/2021/05/a-50-year-old-patient-with-cervical.html,non-cardiac
https://amruthaadugani.blogspot.com/2021/02/this-is-online-e-log-book-to-discuss.html,cardiac
https://anahitabehara.blogspot.com/2021/07/general-medicine-elog.html,non-cardiac
https://anahitabehara.blogspot.com/2021/10/nephrology-case.html,non-cardiac
https://ananyapulikandala106.blogspot.com/2021/06/a-35yr-old-female-elog.html,cardiac
https://anuragreddy72.blogspot.com/2021/05/case-discussion-on-hypokalemic-periodic.html,non-cardiac
https://anushaboda189.blogspot.com/2021/03/general-medicine-case-rollno-189.html,non-cardiac
https://anushachowdaryshivakoti150.blogspot.com/2021/12/30f-rat-poisoning.html,non-cardiac
https://anushachowdaryshivakoti150.blogspot.com/2021/12/40-yr-female-with-acute-infract.html,non-cardiac
https://anushachowdaryshivakoti150.blogspot.com/2021/12/70yf-with-co-loose-stools-and-low-back.html,non-cardiac
https://anushachowdaryshivakoti150.blogspot.com/2022/01/50m-with-viral-pyrexia-2-to-urti.html,non-cardiac
https://aparna1907.blogspot.com/2021/08/general-medicine-case-1.html,unknown
https://arunrollno46.blogspot.com/2021/07/aki.html,non-cardiac
https://ashiness92.blogspot.com/2021/08/20-year-old-woman-with-hyperpigmented.html,non-cardiac
https://ashiness92.blogspot.com/2021/08/55-year-man-with-lower-limb-edema.html,non-cardiac
https://ashiness92.blogspot.com/2021/08/65-year-man-with-dyspnea-on-exertion.html,cardiac
https://ashiness92.blogspot.com/2021/11/covid-19-study-in-rural-health-service.html,non-cardiac
https://ashiness92.blogspot.com/2021/11/the-different-medical-complications.html,non-cardiac
https://ashiness92.blogspot.com/2021/12/currently-in-ward-yesterdays-admission.html,non-cardiac
https://ashiness92.blogspot.com/2022/01/ckd-ward-512022.html,cardiac
https://asjad24.blogspot.com/2021/07/a-case-of-hepatic-abscess-presented-in.html,cardiac
https://avani89.blogspot.com/2021/09/70-year-female.html,unknown
https://avinashrollnumber1.blogspot.com/,non-cardiac
https://bejugamomnivasguptha.blogspot.com/2021/05/a-45-years-old-female-patient-with.html,unknown
https://bhavaniv.blogspot.com/2021/05/35yrm-with-viral-pneumonia-secondary-to.html,non-cardiac
https://bhavaniv.blogspot.com/2021/05/case-discussion-on-myocardial-infarction.html#more,non-cardiac
https://bommakantivaishnavi.blogspot.com/2021/08/case-discussion.html,non-cardiac
https://bonthusushma154.blogspot.com/2021/06/medicine-case-discussion.html,cardiac
https://bps-bhuvanaphanindra.blogspot.com/2021/05/45f-with-shortness-of-breath-fever.html,non-cardiac
https://bps-bhuvanaphanindra.blogspot.com/2021/05/70m-with-covid-decreased-urine-output.html,cardiac
https://bps-bhuvanaphanindra.blogspot.com/2021/06/45ym-with-covid-viral-infection-and.html,non-cardiac
https://budigammadhumithagm.blogspot.com/2021/06/20-year-old-female-with-anemia-under.html,non-cardiac
https://budigammadhumithagm.blogspot.com/2021/07/53-y-old-female-with-neck-stiffness.html,non-cardiac
https://budigammadhumithagm.blogspot.com/2021/08/55m.html,non-cardiac
https://case1192kshitijsharma.blogspot.com/2021/10/this-is-online-e-log-book-to-discuss.html,unknown
https://casehistoriesbyaishwarya89.blogspot.com/2021/06/note-this-is-online-e-log-book-recorded.html,unknown
https://casehistoriesbyaishwarya89.blogspot.com/2021/11/a-37-yo-male-came-with-complaints-of.html,unknown
https://caseopinionsbyrollno05.blogspot.com/2021/06/case-of-38-year-old-male-with-acute-cva.html,cardiac
https://caseopinionsbyrollno156.blogspot.com/,non-cardiac
https://caseopinionsbyrollno156.blogspot.com/2022/02/45-yo-female-with-pain-bl-loin-and.html,cardiac
https://caseopinionsbyrollno156.blogspot.com/2022/02/cbble-udhc-similar-cases.html,non-cardiac
https://casescape.blogspot.com/2021/06/acute-kidney-injury-secondary-to.html,cardiac
https://chandanavishwanatham19.blogspot.com/2021/03/17year-old-female-with-recurrent.html,non-cardiac
https://chandanavishwanatham19.blogspot.com/2021/03/52year-old-male-with-ascites.html,non-cardiac
https://chennabhavana.blogspot.com/2021/05/general-medicine-case-discussion-1.html,cardiac
https://chennabhavana.blogspot.com/2021/09/a-53-year-old-female-patient-with-fever.html,non-cardiac
https://chitrasrinivas.blogspot.com/2021/08/patient-came-to-opd-with-co-vomitings.html,non-cardiac
https://chitrasrinivas.blogspot.com/2021/08/unit-3-admission.html,non-cardiac
https://clinicaldatanalysis.blogspot.com/2021/08/case-of-46-year-old-male-with.html,non-cardiac
https://clinicaldatanalysis.blogspot.com/2021/09/a-95-year-old-female-with-complaints-of.html,non-cardiac
https://clinicaldatanalysis.blogspot.com/2021/11/60-year-old-male-with-complaints-of.html,cardiac
https://csravanthi.blogspot.com/2021/05/medicine-case-discussion.html,unknown
https://csravanthi.blogspot.com/2021/09/65-year-old-male-with-dysphagia.html,unknown
https://daddalavineeshachowdary.blogspot.com/2021/05/67-year-old-patient-with-acute-coronary.html,cardiac
https://daddalavineeshachowdary.blogspot.com/2021/05/a-48-year-old-male-with-fever-cough-and.html,non-cardiac
https://daddalavineeshachowdary.blogspot.com/2021/06/55-year-old-female-with-viral-pneumonia.html,non-cardiac
https://dandushivani.blogspot.com/2021/05/a-38-year-old-male-with-fevershortness.html,cardiac
https://decodemed.blogspot.com/,unknown
https://decodemed.blogspot.com/2021/09/this-is-online-e-logbook-to-discuss-our_12.html,unknown
https://deekshitha44medicinelogbook.blogspot.com/2020/05/case-of-42-year-old-female.html,cardiac
https://deekshitha44medicinelogbook.blogspot.com/2021/06/a-58-year-old-male.html,cardiac
https://deekshitha44medicinelogbook.blogspot.com/2021/07/a-58-year-old-patient.html,non-cardiac
https://deekshitha44medicinelogbook.blogspot.com/2021/09/67-year-old-female.html,non-cardiac
https://deepika21kd.blogspot.com/2021/08/30-year-old-female-ascitis.html,non-cardiac
https://deepika21kd.blogspot.com/2021/09/57-year-old-female.html,non-cardiac
https://detailedclinicalanalysis.blogspot.com/2020/05/online-learning-individual-patient-data.html,non-cardiac
https://dhanushlakkaraju26.blogspot.com/2021/08/a-64-year-old-woman-with-sob-decreased.html,non-cardiac
https://divyaraju21.blogspot.com/2021/06/60-year-old-female-with-acute.html,non-cardiac
https://drhudafirdouse.blogspot.com/2021/10/55-year-female-with-fever-vomitings-and.html,unknown
https://drkulkarnimd.blogspot.com/2021/09/13-f-with-fever-sob.html,unknown
https://drkulkarnimd.blogspot.com/2021/12/38m-with-pruritic-rashes-pedal-edema.html,unknown
https://drkulkarnimd.blogspot.com/2022/02/30m-with-post-renal-transplantation.html,unknown
https://drkulkarnithesis.blogspot.com/2021/11/case-x-62f-with-left-hemiparesis.html,non-cardiac
https://drsaranyaroshni.blogspot.com/2021/05/a-65-year-old-man-with-cluster-of.html,non-cardiac
https://drsaranyaroshni.blogspot.com/2021/05/a-67-year-old-lady-in-icu-with-covid.html,non-cardiac
https://drsaranyaroshni.blogspot.com/2021/05/an-eight-year-old-with-frequent.html,non-cardiac
https://drsaranyaroshni.blogspot.com/2021/06/a-27-year-old-male-with-acute-abdominal.html,non-cardiac
https://drsaranyaroshni.blogspot.com/2021/06/a-case-of-covid-19-pneumonia.html,cardiac
https://drsaranyaroshni.blogspot.com/2021/10/62m-repeated-episodic-paralysis-of-limbs.html,non-cardiac
https://drsaranyaroshni.blogspot.com/2021/11/57-year-female.html,cardiac
https://durgakrishna09.blogspot.com/2021/03/33-year-old-female-with-recurrent-oral.html,cardiac
https://durgakrishna09.blogspot.com/2021/05/a-22yr-female-with-ckd-on-mhd.html,non-cardiac
https://durgakrishna09.blogspot.com/2021/10/signatures-for-pending-discharge.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/10/50years-old-female-came-to-casualty.html,cardiac
https://elogformedicalcase.blogspot.com/2021/10/70yrs-old-farmer.html,cardiac
https://elogformedicalcase.blogspot.com/2021/10/a-22yrs-old-male-came-to-casualty-which.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/10/a-45yr-old-male-presented-with-bl-pedal_30.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/10/a-54yr-old-female-was-bought-to.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/10/a-70yrs-old-female-came-to-casualty.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/10/altered-sensorium-siadh-bacterial.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/10/homozygousthalassemia-e-female-with.html,cardiac
https://elogformedicalcase.blogspot.com/2021/11/15yrs-old-boy-was-bought-to-casualty.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/11/50yrs-old-female-with-giddiness.html,cardiac
https://elogformedicalcase.blogspot.com/2021/11/55-year-old-male-was-bought-to-casualty.html,non-cardiac
https://elogformedicalcase.blogspot.com/2021/11/recurrent-seizures-activity.html,non-cardiac
https://elogformedicalcase.blogspot.com/2022/01/57yr-old-male-came-to-casualty.html,non-cardiac
https://elogformedicalcasebyintern.blogspot.com/2021/11/45-year-old-female-with-cavernous.html,non-cardiac
https://elogformedicalcasebyintern.blogspot.com/2021/12/28m-with-uremic-seizures-with-ckd-on-mhd.html,non-cardiac
https://elogformedicalcasebyintern.blogspot.com/2021/12/35-f-with-aki-on-ckd.html,cardiac
https://elogformedicalcasebyintern.blogspot.com/2021/12/nsaids-induced-nephropathy-with.html,non-cardiac
https://firdoussameera50.blogspot.com/2021/06/severe-anemia.html,non-cardiac
https://firdoussameera50.blogspot.com/2021/07/case-of-90yr-male.html,cardiac
https://firdoussameera50.blogspot.com/2021/09/14yr-old-boy-ns1-positive-with.html,non-cardiac
https://gaddesravani45.blogspot.com/2021/11/a-47-year-old-presented-with-co-slurred.html,non-cardiac
https://generalmedicinedepartment.blogspot.com/2021/03/final-internal-assessment-of-batch-2016.html,non-cardiac
https://generalmedicinedepartment.blogspot.com/2021/03/learning-competencies-of-intern-2015.html,non-cardiac
https://generalmedicinedepartment.blogspot.com/2021/06/bimonthly-formative-and-summative.html,unknown
https://globaludhc07.blogspot.com/2015/12/a-50-years-old-woman-with.html,non-cardiac
https://gm-elogbook-anudeep-98.blogspot.com/2021/11/30yr-old-male-with-urinary-retention.html,non-cardiac
https://gm-elogbook-anudeep-98.blogspot.com/2021/11/55-year-old-female-came-to-opd-with-co.html,non-cardiac
https://gm-elogbook-anudeep-98.blogspot.com/2021/11/a-60-yr-old-male-came-with-co-abdomen.html,non-cardiac
https://goudigamapreethi3036.blogspot.com/2021/09/21-year-old-female.html,cardiac
https://gsuhithagnaneswar.blogspot.com/2021/05/29-year-old-male-patient-with-viral.html,non-cardiac
https://gtejaswini61.blogspot.com/2021/09/a-25-yr-old-male-with-sob.html,cardiac
https://gtejaswini61.blogspot.com/2021/09/a-45-yr-old-female-with-fever-vomiting.html,non-cardiac
https://gtejaswini61.blogspot.com/2021/09/a-53-yrs-old-male-patient-with-sob.html,cardiac
https://gtejaswini61.blogspot.com/2021/09/a-74-yr-old-female-with-fever.html,non-cardiac
https://gutalaramya.blogspot.com/2021/05/pancytopenia-under-evaluation.html,non-cardiac
https://harikamanchalarollno67.blogspot.com/2021/08/a-24-year-old-female.html,non-cardiac
https://harikamanchalarollno67.blogspot.com/2021/08/a-46-year-old-male.html,non-cardiac
https://harikamanchalarollno67.blogspot.com/2021/08/a-70-year-old-female.html,non-cardiac
https://harikamanchalarollno67.blogspot.com/2021/09/45-f-with-dka-resolved-kco-dm-iihtn-ckd.html,non-cardiac
https://harikamanchalarollno67.blogspot.com/2021/09/a-35-year-old-female-daily-labourer-by.html,non-cardiac
https://harikamanchalarollno67.blogspot.com/2021/09/a-55-year-old-male-farmer-by-occupation.html,non-cardiac
https://harikamanchalarollno67.blogspot.com/2021/09/a-65-year-old-female.html,cardiac
https://harikrishnarollno55.blogspot.com/2021/11/55-yr-old-male-with-polycystic-kidney.html,non-cardiac
https://harshamnvsr.blogspot.com/2021/03/65y-man-with-abdominal-distension.html,non-cardiac
https://harshinibeechupally.blogspot.com/2021/07/a-48yr-old-male-patient-with-lower-left.html,non-cardiac
https://harshitakusuma216.blogspot.com/2021/10/a-case-of-50yr-old-female-patient-with.html,cardiac
https://harshitakusuma216.blogspot.com/2021/10/viral-pyrexia-under-evaluation.html,cardiac
https://harshitakusuma216.blogspot.com/2021/11/a-case-of-acute-exacerbation-on-chronic.html,non-cardiac
https://harshitakusuma216.blogspot.com/2021/11/a-case-of-chronic-pancreatitis-with.html,cardiac
https://harshitakusuma216.blogspot.com/2021/11/a-case-of-herpes-zoster.html,cardiac
https://harshitakusuma216.blogspot.com/2021/11/viral-pyrexia-with-thrombocytopenia.html,non-cardiac
https://httpmedicin.blogspot.com/2021/10/70-yr-old-male-with-altered-sensorium.html,non-cardiac
https://httpmedicin.blogspot.com/2021/11/alcoholic-acidosis.html,cardiac
https://httpmedicin.blogspot.com/2021/12/nsaids-induced-nephropathy-with.html,non-cardiac
https://hudafirdousemohammed105.blogspot.com/p/medical-case-analysis-of-42-year-old.html,cardiac
https://ishwaryat164.blogspot.com/2022/02/65y-male-with-co-weakness-of-right-ul.html,cardiac
https://jahnavichatla.blogspot.com/2021/05/covid-case-discussion.html,non-cardiac
https://jahnavichatla.blogspot.com/2021/09/post-covid-respiratory-failure-dka.html,non-cardiac
https://jancykoneti79.blogspot.com/2021/08/a-56-year-old-male-diagnosed-with.html,non-cardiac
https://jancykoneti79.blogspot.com/2021/08/a-60-year-old-male-with-altered.html,cardiac
https://jancykoneti79.blogspot.com/2021/09/a-58-year-old-female-with-pain-abdomen.html,non-cardiac
https://jancykoneti79.blogspot.com/2021/09/a-58-year-old-male-with-sepsis.html,non-cardiac
https://jayanth1802.blogspot.com/2021/02/45-year-old-with-seizures-secondary-to.html,non-cardiac
https://jayanth1802.blogspot.com/2021/03/unit-ii-admission-on-02032021-dr.html,non-cardiac
https://jeeharikasahu.blogspot.com/2021/02/21year-old-with-complaints-of-vomitings.html,non-cardiac
https://jeeharikasahu.blogspot.com/2021/02/50-year-old-female-with-loss-of-speech.html,non-cardiac
https://jessusanjay.blogspot.com/2021/02/54-yr-old-male-with-left-upper-lobe.html,non-cardiac
https://jyothi97.blogspot.com/2020/05/medicine-case-study.html,cardiac
https://jyothi97.blogspot.com/2022/01/55-yr-old-male-with-ckd-on-mhdpt-came.html,cardiac
https://jyothi97.blogspot.com/2022/02/blog-post_2.html,non-cardiac
https://jyothsna113.blogspot.com/2021/10/40-year-old-male-complaints-of-pain.html,non-cardiac
https://jyothsna113.blogspot.com/2021/10/58year-old-female-suffering-from.html,non-cardiac
https://jyothsna113.blogspot.com/2021/10/68year-old-male-complaints-of-burning.html,non-cardiac
https://jyothsna113.blogspot.com/2021/10/70year-old-male-with-altered-sensorium.html,non-cardiac
https://jyothsna113.blogspot.com/2021/11/35year-old-male-with-chronic.html,cardiac
https://jyothsna113.blogspot.com/2021/11/neprho.html,cardiac
https://jyothsna113.blogspot.com/2022/01/58year-old-male-with-ckd-on-mhd.html,cardiac
https://jyothsnanandipatirollno113.blogspot.com/2021/10/70year-old-male-with-altered-sensorium.html,unknown
https://kalpanamiryala83.blogspot.com/2021/05/viral-pneumonia-secondary-to-covid-19.html,unknown
https://kalpanamiryala83.blogspot.com/2021/06/a-32-year-old-male-with-acute.html,unknown
https://kanchisupraja78.blogspot.com/2021/08/20-yr-old-female-with-ns-1-antigen.html,non-cardiac
https://kanchisuprajarollnumber78.blogspot.com/2021/08/46yr-old-male-with-complains-of-left.html,unknown
https://kanchisuprajarollnumber78.blogspot.com/2021/08/50-yr-old-male-kco-ckd-on-hemodialysis.html,unknown
https://karamath29.blogspot.com/2021/08/case-history.html,non-cardiac
https://karnativaishnavi.blogspot.com/2021/08/cushings-syndrome.html,cardiac
https://karnativaishnavi.blogspot.com/2021/11/abstract-of-paper-publication.html,non-cardiac
https://karnativaishnavi.blogspot.com/2021/11/chronic-back-pain-in-ckd-patients-who.html,non-cardiac
https://katanaveenkumar.blogspot.com/2021/08/25-yr-old-male-with-shortness-of-breath.html,cardiac
https://katanaveenkumar.blogspot.com/2021/08/59-old-male-came-to-casuality-with.html,non-cardiac
https://katanaveenkumar.blogspot.com/2021/08/a-59-year-old-male-came-to-casuality.html,unknown
https://katanaveenkumar.blogspot.com/2021/09/30-year-male-came-to-casuality-with.html,cardiac
https://kattamanasa3.blogspot.com/2021/04/yr-female-with-g4p2l1d1a1-was.html,non-cardiac
https://kattekolasathwik.blogspot.com/2021/05/a-case-of-cardiogenic-shock.html,non-cardiac
https://kattekolasathwik.blogspot.com/2021/06/a-case-of-viral-pneumonia-due-to-covid.html,non-cardiac
https://kattekolasathwik.blogspot.com/2021/09/case-4-seizures-secondary-to.html,non-cardiac
https://kausalyavarma.blogspot.com/2021/05/a-52-year-old-male-with-cerebellar.html,non-cardiac
https://kausalyavarma.blogspot.com/2021/06/a-49-year-old-male-with-viral-pneumonia.html,cardiac
https://kavyasamudrala.blogspot.com/2021/05/liver-abscess.html,cardiac
https://kavyasamudrala.blogspot.com/2021/05/medicine-case-discussion-this-is-online.html,non-cardiac
https://kavyasamudrala.blogspot.com/2021/11/66-year-old-male-with-abdominal.html,non-cardiac
https://keelasreevalli.blogspot.com/2020/05/a-42-year-old-female-with-multiple.html,non-cardiac
https://keelasreevalli.blogspot.com/2021/08/45-yr-old-male-farmer-by-occupation.html,non-cardiac
https://keelasreevalli.blogspot.com/2021/09/35-yr-old-female-labourer-by-occupation.html,cardiac
https://keelasreevalli.blogspot.com/2021/09/a-50-yr-old-male-farmer-by-occupation.html,non-cardiac
https://keelasreevalli.blogspot.com/2021/09/a-52-yr-old-female-homemaker-by.html,cardiac
https://keelasreevalli.blogspot.com/2021/10/a-40-yr-old-male-farmer-by-occupation.html,cardiac
https://keerthiereddy.blogspot.com/2018/01/case-of-hypopituitarism.html,cardiac
https://keerthireddy42.blogspot.com/2021/07/43-yr-old-male-of-nalgonda-came-to.html,non-cardiac
https://keerthireddy42.blogspot.com/2021/08/dengue.html,cardiac
https://keerthykasa80.blogspot.com/2021/08/45-year-old-female-with-acute.html,non-cardiac
https://keerthykasa80.blogspot.com/2021/08/a-31-year-old-male-with-bl-renal.html,non-cardiac
https://keerthykasa80.blogspot.com/2021/08/a-55-year-old-male-in-hypovolemic-shock.html,non-cardiac
https://keerthykasa80.blogspot.com/2021/08/a-56-year-old-male-with-syncope.html,non-cardiac
https://keerthykasa80.blogspot.com/2021/09/70-year-old-male-came-to-casualty-with.html,non-cardiac
https://keerthykasa80.blogspot.com/2021/09/a-35-year-old-female-with-hypertensive.html,non-cardiac
https://keerthykasa80.blogspot.com/2021/09/a-75-year-old-male-with-pyrexia-under.html,non-cardiac
https://kowshikreddy30.blogspot.com/2022/02/62-year-male-farmer-by-occupation-came.html,non-cardiac
https://krishnasairapole.blogspot.com/2021/12/13m-with-swelling-over-neck-and-fever.html,non-cardiac
https://krishnasairapole.blogspot.com/2022/01/23m-with-pyelonephritis-resolving.html,cardiac
https://krishnasairapole.blogspot.com/2022/02/52m-with-ckd-with-htn.html,non-cardiac
https://krupalatha54.blogspot.com/2021/06/a-50-yr-old-male-with-pain-abdomen.html,non-cardiac
https://krupalatha54.blogspot.com/2021/06/is-online-e-log-book-to-discuss-our.html,cardiac
https://krupalatha54.blogspot.com/2021/06/this-is-online-e-log-book-to-discuss.html,cardiac
https://krupalatha54.blogspot.com/2021/07/a-49-yr-old-female-with-generalized.html,cardiac
https://krupalatha54.blogspot.com/2021/09/18-yr-old-female-with-fever-vomitings.html,non-cardiac
https://ksairaghu84.blogspot.com/2021/08/general-medicine-e-log_24.html,cardiac
https://ksairaghu84.blogspot.com/2021/09/24yr-old-female-with-anaemia.html,cardiac
https://kusumageddada58.blogspot.com/2020/05/heart-failure-case-2.html,cardiac
https://kusumageddada58.blogspot.com/2021/06/case-of-heart-failure.html,non-cardiac
https://kusumageddada58.blogspot.com/2021/06/cns-case.html,non-cardiac
https://kusumageddada58.blogspot.com/2021/09/hyperpyrexia.html,non-cardiac
https://kyasasaibrigisharollno95.blogspot.com/2021/10/a-65-yr-old-male-came-to-opd-with-hopi_28.html,non-cardiac
https://kyasasaibrigisharollno95.blogspot.com/2021/10/a-65-yr-old-male-came-to-opd-with-hopi.html,non-cardiac
https://kyasasaibrigisharollno95.blogspot.com/2021/11/a-55-yr-old-female-came-to-casualty.html,non-cardiac
https://kyasasaibrigisharollno95.blogspot.com/2021/11/amc-4-th-bed-34yrm-34-yr-male-barber-by.html,non-cardiac
https://kyasasaibrigisharollno95.blogspot.com/2021/11/amc-bed-3-60yrm-60-yr-old-male-daily.html,non-cardiac
https://kyasasaibrigisharollno95.blogspot.com/2021/11/icu-bed-6-54yr-m-54-yr-old-male.html,cardiac
https://laharivanama30.blogspot.com/2022/02/70yr-old-female-with-decreased-sensorium.html,non-cardiac
https://lasyaakula25.blogspot.com/,non-cardiac
https://lasyaakula25.blogspot.com/2021/08/04-lasya.html,non-cardiac
https://lasyasakilam27.blogspot.com/2021/05/general-medicine-case-discussion.html,cardiac
https://lifeonmoon88.blogspot.com/2021/02/pancreatitis-with-pseudocyst.html,non-cardiac
https://madamsneha74.blogspot.com/2021/09/gen-medicine-case-study.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/08/fever-under-evaluationuncontrolled.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/08/hfref-with-ef-33-secondary-to-cad-lad.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/08/this-is-online-e-log-book-to-discuss.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/09/downs-syndrome-with-autoimmune.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/09/hfpef-with-ckd-with-htn.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/09/myxedema-coma.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/09/pancytopenia-under-evaluation.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/09/viral-pyrexia-with-r-pleural-effusion.html,non-cardiac
https://mahithguduri63.blogspot.com/2021/10/dka.html,non-cardiac
